6,1169,radio/tv,skilled
24,2996,furniture/equipment,skilled
36,9034,furniture/equipment,high qualif/self emp/mgmt
24,1585,furniture/equipment,skilled
18,1301,radio/tv,unskilled resident
6,1323,new car,skilled
24,3123,new car,skilled
36,5493,used car,skilled
9,1126,radio/tv,skilled
24,1216,radio/tv,skilled
24,1207,new car,skilled
10,1309,new car,unskilled resident
15,2360,used car,skilled
15,6850,new car,high qualif/self emp/mgmt
24,1413,radio/tv,skilled
39,8588,used car,high qualif/self emp/mgmt
12,759,new car,skilled
36,4686,used car,high qualif/self emp/mgmt
15,2687,business,skilled
12,585,radio/tv,skilled
24,2255,new car,skilled
6,609,new car,skilled
6,1361,new car,unskilled resident
36,7127,furniture/equipment,skilled
6,1203,new car,skilled
6,700,radio/tv,skilled
24,5507,repairs,skilled
18,3190,radio/tv,skilled
48,7119,furniture/equipment,skilled
24,3488,used car,skilled
18,1113,radio/tv,unskilled resident
26,7966,used car,skilled
15,1532,education,skilled
4,1503,radio/tv,unskilled resident
36,2302,radio/tv,skilled
6,662,new car,unskilled resident
36,2273,education,skilled
15,2631,new car,skilled
12,1503,used car,skilled
24,1311,radio/tv,skilled
24,3105,radio/tv,skilled
21,2319,education,skilled
6,1374,new car,high qualif/self emp/mgmt
18,3612,furniture/equipment,skilled
48,7763,new car,high qualif/self emp/mgmt
18,3049,furniture/equipment,unskilled resident
12,1534,radio/tv,skilled
24,2032,new car,skilled
30,6350,furniture/equipment,skilled
18,2864,furniture/equipment,unskilled resident
12,1255,new car,unskilled resident
24,1333,new car,skilled
24,2022,new car,skilled
24,1552,radio/tv,skilled
12,626,radio/tv,unskilled resident
48,8858,used car,skilled
12,996,repairs,skilled
6,1750,radio/tv,unskilled resident
48,6999,radio/tv,skilled
12,1995,new car,skilled
9,1199,education,high qualif/self emp/mgmt
12,1331,radio/tv,skilled
18,2278,new car,skilled
21,5003,new car,skilled
24,3552,furniture/equipment,skilled
18,1928,furniture/equipment,unskilled resident
24,2964,used car,skilled
24,1546,radio/tv,unskilled resident
6,683,radio/tv,skilled
36,12389,new car,skilled
24,4712,business,high qualif/self emp/mgmt
24,1553,radio/tv,skilled
12,1372,new car,skilled
24,2578,radio/tv,skilled
48,3979,radio/tv,skilled
48,6758,radio/tv,skilled
24,3234,furniture/equipment,unskilled resident
30,5954,radio/tv,skilled
24,5433,used car,high qualif/self emp/mgmt
15,806,business,unskilled resident
9,1082,radio/tv,unskilled resident
15,2788,furniture/equipment,skilled
12,2930,radio/tv,skilled
24,1927,education,skilled
36,2820,new car,skilled
24,937,retraining,unskilled resident
18,1056,new car,skilled
12,3124,new car,unskilled resident
9,1388,furniture/equipment,skilled
36,2384,repairs,unskilled resident
12,2133,new car,high qualif/self emp/mgmt
18,2039,furniture/equipment,skilled
9,2799,new car,skilled
12,1289,furniture/equipment,unskilled resident
18,1217,domestic appliance,unskilled resident
12,2246,furniture/equipment,skilled
12,385,radio/tv,unskilled resident
24,1965,new car,skilled
21,1572,business,unskilled resident
24,2718,new car,unskilled resident
24,1358,other,high qualif/self emp/mgmt
6,931,new car,unskilled resident
24,1442,new car,skilled
24,4241,business,unskilled resident
18,2775,new car,skilled
24,3863,business,skilled
7,2329,radio/tv,skilled
9,918,furniture/equipment,skilled
24,1837,education,unskilled resident
36,3349,furniture/equipment,high qualif/self emp/mgmt
10,1275,furniture/equipment,skilled
24,2828,furniture/equipment,skilled
24,4526,business,high qualif/self emp/mgmt
36,2671,radio/tv,skilled
18,2051,radio/tv,skilled
15,1300,used car,skilled
12,741,domestic appliance,skilled
10,1240,new car,unskilled resident
21,3357,radio/tv,skilled
24,3632,used car,skilled
18,1808,furniture/equipment,skilled
48,12204,business,high qualif/self emp/mgmt
60,9157,radio/tv,high qualif/self emp/mgmt
6,3676,new car,skilled
30,3441,furniture/equipment,skilled
12,640,new car,unskilled resident
21,3652,business,skilled
18,1530,new car,skilled
48,3914,business,skilled
12,1858,furniture/equipment,skilled
18,2600,radio/tv,skilled
15,1979,radio/tv,skilled
6,2116,furniture/equipment,skilled
9,1437,new car,skilled
42,4042,furniture/equipment,skilled
9,3832,education,unskilled resident
24,3660,radio/tv,skilled
18,1553,furniture/equipment,skilled
15,1444,radio/tv,skilled
9,1980,furniture/equipment,skilled
24,1355,new car,unskilled resident
12,1393,education,skilled
24,1376,radio/tv,skilled
60,15653,radio/tv,skilled
12,1493,radio/tv,skilled
42,4370,radio/tv,skilled
18,750,education,unemp/unskilled non res
15,1308,repairs,unskilled resident
15,4623,education,high qualif/self emp/mgmt
24,1851,radio/tv,skilled
18,1880,radio/tv,high qualif/self emp/mgmt
36,7980,business,skilled
30,4583,furniture/equipment,skilled
12,1386,new car,skilled
24,947,new car,skilled
12,684,education,unskilled resident
48,7476,education,high qualif/self emp/mgmt
12,1922,furniture/equipment,unskilled resident
24,2303,new car,skilled
36,8086,new car,high qualif/self emp/mgmt
24,2346,used car,skilled
14,3973,new car,skilled
12,888,new car,unskilled resident
48,10222,radio/tv,skilled
30,4221,business,skilled
18,6361,furniture/equipment,skilled
12,1297,radio/tv,skilled
12,900,new car,skilled
21,2241,furniture/equipment,skilled
6,1050,furniture/equipment,high qualif/self emp/mgmt
6,1047,education,unskilled resident
24,6314,other,high qualif/self emp/mgmt
30,3496,furniture/equipment,skilled
48,3609,business,skilled
12,4843,new car,skilled
30,3017,radio/tv,skilled
24,4139,business,unskilled resident
36,5742,business,skilled
60,10366,new car,high qualif/self emp/mgmt
6,2080,new car,skilled
21,2580,business,unskilled resident
30,4530,radio/tv,high qualif/self emp/mgmt
24,5150,furniture/equipment,skilled
72,5595,radio/tv,skilled
24,2384,radio/tv,unskilled resident
18,1453,radio/tv,skilled
6,1538,education,skilled
12,2279,radio/tv,skilled
15,1478,radio/tv,skilled
24,5103,radio/tv,skilled
36,9857,business,unskilled resident
60,6527,new car,skilled
10,1347,radio/tv,skilled
36,2862,new car,skilled
9,2753,radio/tv,skilled
12,3651,new car,skilled
15,975,furniture/equipment,skilled
15,2631,repairs,unskilled resident
24,2896,radio/tv,skilled
6,4716,new car,unskilled resident
24,2284,radio/tv,skilled
6,1236,used car,skilled
12,1103,radio/tv,skilled
12,926,new car,unemp/unskilled non res
18,1800,radio/tv,skilled
15,1905,education,high qualif/self emp/mgmt
12,1123,furniture/equipment,unskilled resident
48,6331,used car,skilled
24,1377,radio/tv,skilled
30,2503,business,skilled
27,2528,business,skilled
15,5324,new car,skilled
48,6560,new car,skilled
12,2969,furniture/equipment,skilled
9,1206,radio/tv,skilled
9,2118,radio/tv,unskilled resident
18,629,radio/tv,high qualif/self emp/mgmt
6,1198,education,skilled
21,2476,used car,high qualif/self emp/mgmt
9,1138,radio/tv,unskilled resident
60,14027,new car,high qualif/self emp/mgmt
30,7596,used car,skilled
30,3077,radio/tv,skilled
18,1505,radio/tv,high qualif/self emp/mgmt
24,3148,radio/tv,skilled
20,6148,used car,skilled
9,1337,radio/tv,high qualif/self emp/mgmt
6,433,education,skilled
12,1228,new car,unskilled resident
9,790,radio/tv,unskilled resident
27,2570,new car,skilled
6,250,new car,unskilled resident
15,1316,radio/tv,unskilled resident
18,1882,radio/tv,skilled
48,6416,business,skilled
24,1275,business,skilled
24,6403,radio/tv,skilled
24,1987,radio/tv,unskilled resident
8,760,radio/tv,unskilled resident
24,2603,used car,skilled
4,3380,new car,skilled
36,3990,domestic appliance,unemp/unskilled non res
24,11560,used car,high qualif/self emp/mgmt
18,4380,new car,unskilled resident
6,6761,new car,high qualif/self emp/mgmt
30,4280,business,unskilled resident
24,2325,new car,skilled
10,1048,radio/tv,unskilled resident
21,3160,radio/tv,skilled
24,2483,furniture/equipment,skilled
39,14179,furniture/equipment,high qualif/self emp/mgmt
13,1797,business,unskilled resident
15,2511,new car,skilled
12,1274,new car,unskilled resident
21,5248,used car,skilled
15,3029,used car,skilled
6,428,furniture/equipment,skilled
18,976,new car,unskilled resident
12,841,business,unskilled resident
30,5771,radio/tv,skilled
12,1555,repairs,skilled
24,1285,new car,skilled
6,1299,new car,unemp/unskilled non res
15,1271,radio/tv,skilled
24,1393,new car,skilled
12,691,new car,skilled
15,5045,new car,skilled
18,2124,furniture/equipment,skilled
12,2214,radio/tv,unskilled resident
21,12680,new car,high qualif/self emp/mgmt
24,2463,new car,skilled
12,1155,radio/tv,unskilled resident
30,3108,furniture/equipment,unskilled resident
10,2901,used car,skilled
12,3617,furniture/equipment,skilled
12,1655,radio/tv,unskilled resident
24,2812,used car,skilled
36,8065,education,high qualif/self emp/mgmt
21,3275,used car,high qualif/self emp/mgmt
24,2223,radio/tv,skilled
12,1480,new car,unemp/unskilled non res
24,1371,new car,skilled
36,3535,new car,skilled
18,3509,radio/tv,skilled
36,5711,used car,high qualif/self emp/mgmt
18,3872,repairs,skilled
39,4933,radio/tv,skilled
24,1940,new car,skilled
12,1410,retraining,unskilled resident
12,836,new car,unskilled resident
20,6468,used car,high qualif/self emp/mgmt
18,1941,business,unskilled resident
22,2675,radio/tv,skilled
48,2751,used car,skilled
48,6224,education,skilled
40,5998,education,skilled
21,1188,business,skilled
24,6313,used car,high qualif/self emp/mgmt
6,1221,furniture/equipment,skilled
24,2892,furniture/equipment,skilled
24,3062,furniture/equipment,skilled
9,2301,furniture/equipment,skilled
18,7511,used car,skilled
12,1258,furniture/equipment,unskilled resident
24,717,new car,skilled
9,1549,new car,unemp/unskilled non res
24,1597,education,skilled
18,1795,radio/tv,unskilled resident
20,4272,furniture/equipment,skilled
12,976,radio/tv,skilled
12,7472,new car,unemp/unskilled non res
36,9271,new car,skilled
6,590,radio/tv,unskilled resident
12,930,radio/tv,skilled
42,9283,used car,high qualif/self emp/mgmt
15,1778,new car,unemp/unskilled non res
8,907,business,skilled
6,484,radio/tv,unskilled resident
36,9629,used car,skilled
48,3051,domestic appliance,skilled
48,3931,new car,skilled
36,7432,new car,skilled
6,1338,domestic appliance,skilled
6,1554,radio/tv,skilled
36,15857,other,high qualif/self emp/mgmt
18,1345,radio/tv,skilled
12,1101,new car,skilled
12,3016,radio/tv,skilled
36,2712,furniture/equipment,skilled
8,731,new car,unskilled resident
18,3780,furniture/equipment,high qualif/self emp/mgmt
21,1602,new car,skilled
18,3966,new car,skilled
18,4165,business,skilled
36,8335,used car,skilled
48,6681,business,skilled
24,2375,business,skilled
18,1216,new car,skilled
45,11816,business,skilled
24,5084,radio/tv,skilled
15,2327,radio/tv,unskilled resident
12,1082,new car,skilled
12,886,radio/tv,skilled
4,601,furniture/equipment,unskilled resident
24,2957,used car,skilled
24,2611,radio/tv,skilled
36,5179,furniture/equipment,skilled
21,2993,used car,unskilled resident
18,1943,repairs,skilled
24,1559,business,skilled
18,3422,furniture/equipment,skilled
21,3976,furniture/equipment,skilled
18,6761,new car,skilled
24,1249,new car,skilled
9,1364,radio/tv,skilled
12,709,radio/tv,unskilled resident
20,2235,new car,skilled
24,4042,used car,skilled
15,1471,radio/tv,skilled
18,1442,new car,unskilled resident
36,10875,new car,skilled
24,1474,new car,skilled
10,894,retraining,skilled
15,3343,furniture/equipment,skilled
15,3959,new car,skilled
9,3577,new car,skilled
24,5804,used car,skilled
18,2169,business,skilled
24,2439,radio/tv,skilled
27,4526,furniture/equipment,unskilled resident
10,2210,furniture/equipment,unskilled resident
15,2221,furniture/equipment,skilled
18,2389,radio/tv,skilled
12,3331,furniture/equipment,skilled
36,7409,business,skilled
12,652,furniture/equipment,skilled
36,7678,furniture/equipment,skilled
6,1343,new car,skilled
24,1382,business,skilled
15,874,domestic appliance,skilled
12,3590,furniture/equipment,unskilled resident
11,1322,new car,skilled
18,1940,radio/tv,high qualif/self emp/mgmt
36,3595,radio/tv,skilled
9,1422,new car,high qualif/self emp/mgmt
30,6742,radio/tv,skilled
24,7814,used car,high qualif/self emp/mgmt
24,9277,used car,skilled
30,2181,new car,skilled
18,1098,radio/tv,unemp/unskilled non res
24,4057,furniture/equipment,skilled
12,795,education,skilled
24,2825,business,skilled
48,15672,business,skilled
36,6614,new car,high qualif/self emp/mgmt
28,7824,used car,skilled
27,2442,business,high qualif/self emp/mgmt
15,1829,radio/tv,skilled
12,2171,new car,unskilled resident
36,5800,used car,skilled
18,1169,radio/tv,skilled
36,8947,used car,high qualif/self emp/mgmt
21,2606,radio/tv,high qualif/self emp/mgmt
12,1592,furniture/equipment,skilled
15,2186,furniture/equipment,unskilled resident
18,4153,furniture/equipment,skilled
16,2625,new car,skilled
20,3485,new car,skilled
36,10477,used car,skilled
15,1386,radio/tv,skilled
24,1278,radio/tv,high qualif/self emp/mgmt
12,1107,radio/tv,high qualif/self emp/mgmt
21,3763,new car,unskilled resident
36,3711,education,skilled
15,3594,used car,unskilled resident
9,3195,new car,unskilled resident
36,4454,radio/tv,skilled
24,4736,furniture/equipment,unskilled resident
30,2991,radio/tv,skilled
11,2142,business,skilled
24,3161,business,skilled
48,18424,other,high qualif/self emp/mgmt
10,2848,used car,skilled
6,14896,new car,high qualif/self emp/mgmt
24,2359,furniture/equipment,skilled
24,3345,furniture/equipment,high qualif/self emp/mgmt
18,1817,furniture/equipment,skilled
48,12749,radio/tv,high qualif/self emp/mgmt
9,1366,radio/tv,skilled
12,2002,new car,skilled
24,6872,furniture/equipment,skilled
12,697,new car,skilled
18,1049,furniture/equipment,skilled
48,10297,used car,skilled
30,1867,radio/tv,skilled
12,1344,new car,unskilled resident
24,1747,furniture/equipment,unskilled resident
9,1670,radio/tv,skilled
9,1224,new car,skilled
12,522,radio/tv,skilled
12,1498,radio/tv,skilled
30,1919,radio/tv,high qualif/self emp/mgmt
9,745,radio/tv,unskilled resident
6,2063,radio/tv,high qualif/self emp/mgmt
60,6288,education,skilled
24,6842,used car,high qualif/self emp/mgmt
12,3527,new car,high qualif/self emp/mgmt
10,1546,new car,unskilled resident
24,929,furniture/equipment,skilled
4,1455,new car,unskilled resident
15,1845,furniture/equipment,skilled
48,8358,new car,skilled
24,3349,furniture/equipment,skilled
12,2859,new car,high qualif/self emp/mgmt
18,1533,furniture/equipment,unskilled resident
24,3621,radio/tv,skilled
18,3590,business,unemp/unskilled non res
36,2145,business,skilled
24,4113,used car,skilled
36,10974,furniture/equipment,high qualif/self emp/mgmt
12,1893,new car,skilled
24,1231,radio/tv,high qualif/self emp/mgmt
30,3656,radio/tv,unskilled resident
9,1154,radio/tv,unskilled resident
28,4006,new car,unskilled resident
24,3069,furniture/equipment,skilled
6,1740,radio/tv,skilled
21,2353,new car,skilled
15,3556,new car,skilled
24,2397,radio/tv,skilled
6,454,repairs,unskilled resident
30,1715,radio/tv,skilled
27,2520,radio/tv,unskilled resident
15,3568,radio/tv,high qualif/self emp/mgmt
42,7166,radio/tv,skilled
11,3939,new car,unskilled resident
15,1514,repairs,skilled
24,7393,new car,unskilled resident
24,1193,new car,unemp/unskilled non res
60,7297,business,skilled
30,2831,radio/tv,skilled
24,1258,radio/tv,unskilled resident
6,753,radio/tv,skilled
18,2427,business,skilled
24,2538,new car,unskilled resident
15,1264,new car,skilled
30,8386,furniture/equipment,skilled
48,4844,business,high qualif/self emp/mgmt
21,2923,new car,high qualif/self emp/mgmt
36,8229,used car,skilled
24,2028,furniture/equipment,unskilled resident
15,1433,furniture/equipment,skilled
42,6289,business,skilled
13,1409,radio/tv,skilled
24,6579,used car,high qualif/self emp/mgmt
24,1743,radio/tv,unskilled resident
12,3565,education,unskilled resident
15,1569,radio/tv,unskilled resident
18,1936,radio/tv,unskilled resident
36,3959,furniture/equipment,high qualif/self emp/mgmt
12,2390,new car,skilled
12,1736,furniture/equipment,unskilled resident
30,3857,used car,high qualif/self emp/mgmt
12,804,radio/tv,skilled
45,1845,radio/tv,skilled
45,4576,used car,skilled