2404009,2016,31990,31990,2022-07-07,55379
2161751,2010,13990,13990,2022-07-29,101659
2206151,2015,20590,20590,2022-07-20,37331
2121833,2016,14990,14990,2022-07-28,62070
2348067,2011,16990,16990,2022-07-07,56688
2375600,2017,16990,16990,2022-07-03,76640
2298884,2011,15990,15990,2022-07-12,94750
2251848,2014,16590,16590,2022-07-29,22286
2192874,2017,19990,19990,2022-07-20,29003
2392700,2012,18590,18590,2022-07-26,82193
2314966,2015,25990,25990,2022-07-23,97247
2249624,2018,20990,20990,2022-07-30,35941
2321257,2017,19990,19990,2022-07-01,39807
2374298,2019,29990,29990,2022-07-11,27478
2392944,2015,22590,22590,2022-07-02,93153
2433500,2020,37993,37993,2022-07-19,40040
2299732,2015,24590,24590,2022-07-26,75671
2170013,2018,29590,29590,2022-07-29,39804
1819267,2021,47590,47590,2022-07-15,8230
2340957,2018,29990,29990,2022-07-01,31798
2238131,2011,13590,13590,2022-07-29,97039
2376826,2014,56590,56590,2022-07-28,19239
2210046,2013,22590,22590,2022-07-22,91540
2426512,2022,30590,30590,2022-07-23,5783
2251965,2018,30990,30990,2022-07-25,42790
2389083,2014,17590,17590,2022-07-27,65554
2256444,2020,21590,21590,2022-07-14,45115
2332047,2013,12990,12990,2022-07-27,71009
2371678,2015,17590,17590,2022-07-27,66716
2136581,2017,21990,21990,2022-07-26,91049
2415727,2018,22990,22990,2022-07-01,41102
2299842,2011,16590,16590,2022-07-26,79849
2400834,2018,52990,52990,2022-07-03,24091
2301014,2017,19990,19990,2022-07-02,55426
2349063,2018,27590,27590,2022-07-11,17778
2346178,2015,21990,21990,2022-07-18,53890
2443463,2021,25400,25400,2022-07-16,8708
2406716,2016,14590,14590,2022-07-20,79941
2427973,2010,18990,18990,2022-07-30,40169
2404441,2016,20590,20590,2022-07-02,18895
2102949,2014,17990,17990,2022-07-24,29512
2347821,2018,19990,19990,2022-07-21,56141
2409683,2015,20990,20990,2022-07-15,71219
2347883,2017,22990,22990,2022-07-09,37016
2394788,2014,30990,30990,2022-07-07,43003
2295615,2013,14590,14590,2022-07-07,53888
2410207,2022,55590,55590,2022-07-30,5124
2335753,2021,26590,26590,2022-07-09,9631
2256887,2018,18990,18990,2022-07-26,84918
2328880,2015,21590,21590,2022-07-06,39437
2097403,2016,23990,23990,2022-07-21,87823
2173682,2016,15590,15590,2022-07-26,27340
2379479,2015,18990,18990,2022-07-28,70085
2417348,2021,29990,29990,2022-07-16,2133
2327049,2012,19590,19590,2022-07-11,86257
2323359,2015,21990,21990,2022-07-21,37848
2300246,2014,15990,15990,2022-07-11,94675
2347332,2014,16590,16590,2022-07-11,76046
2359429,2013,24990,24990,2022-07-26,45903
2401557,2022,55590,55590,2022-07-18,6612
2330174,2019,21990,21990,2022-07-16,43392
2297817,2013,13990,13990,2022-07-07,90928
2342754,2017,13990,13990,2022-07-27,89969
2408625,2014,17590,17590,2022-07-23,65310
2404445,2022,33990,33990,2022-07-12,3483
2351336,2012,24590,24590,2022-07-16,90164
2404218,2015,18990,18990,2022-07-01,72375
2236045,2020,20590,20590,2022-07-05,24498
2269181,2014,17590,17590,2022-07-14,88106
2420692,2017,27590,27590,2022-07-23,53182
2412816,2020,53694,53694,2022-07-20,25601
2382544,2016,18590,18590,2022-07-09,86512
2151982,2018,18990,18990,2022-07-19,29394
2427638,2022,32590,32590,2022-07-20,11606
2370719,2020,21990,21990,2022-07-01,46502
2198579,2013,19590,19590,2022-07-24,34267
2154266,2017,23590,23590,2022-07-21,21689
2404888,2015,17990,17990,2022-07-30,74504
2270280,2016,19990,19990,2022-07-07,21641
2338881,2009,15590,15590,2022-07-11,102753
2386016,2014,27990,27990,2022-07-02,36031
2391534,2019,26590,26590,2022-07-26,20541
2299325,2017,19590,19590,2022-07-26,72786
2342682,2014,18990,18990,2022-07-08,90200
2438731,2018,25990,25990,2022-07-26,19220
2426403,2020,57990,57990,2022-07-08,2789
2231380,2017,21990,21990,2022-07-05,77726
2242917,2020,28990,28990,2022-07-26,43502
2412840,2021,54990,54990,2022-07-03,13055
2368874,2009,15590,15590,2022-07-01,95158
2369960,2016,17990,17990,2022-07-31,71122
2417006,2012,26990,26990,2022-07-26,98571
2368134,2015,30590,30590,2022-07-22,62782
2347773,2016,17990,17990,2022-07-26,98766
2244169,2013,15590,15590,2022-07-09,97501
2402326,2010,14990,14990,2022-07-25,93548
2209214,2018,17990,17990,2022-07-07,72945
2217311,2013,19590,19590,2022-07-21,12301
2263882,2021,40990,40990,2022-07-25,18718
2266166,2020,23590,23590,2022-07-15,60536
2408224,2019,18990,18990,2022-07-26,76711
2344657,2021,27590,27590,2022-07-05,7114
2421427,2018,35555,35555,2022-07-02,59977
2426105,2019,45419,45419,2022-07-16,8875
2351970,2016,14990,14990,2022-07-21,54563
2404025,2020,31853,31853,2022-07-03,56604
2188857,2014,16990,16990,2022-07-11,84483
2427266,2012,16990,16990,2022-07-06,63203
2281516,2016,14590,14590,2022-07-16,62570
2248524,2013,16590,16590,2022-07-30,88924
2128421,2018,22590,22590,2022-07-30,31197
2298170,2018,18590,18590,2022-07-01,79387
2378562,2014,20990,20990,2022-07-16,31129
2421521,2014,16990,16990,2022-07-23,104547
2418037,2021,29590,29590,2022-07-15,5267
2320692,2015,20990,20990,2022-07-07,51228
2154849,2018,28590,28590,2022-07-16,27818
2329305,2016,28990,28990,2022-07-26,23460
2460169,2021,36590,36590,2022-07-26,12082
2411768,2020,30695,30695,2022-07-31,58533
2283701,2019,20990,20990,2022-07-21,12326
2357496,2015,14590,14590,2022-07-30,88477
2168933,2018,33990,33990,2022-07-19,59198
2300790,2010,19590,19590,2022-07-14,96313
2076031,2013,15990,15990,2022-07-10,74963
2401974,2018,18990,18990,2022-07-15,101579
2342763,2014,19590,19590,2022-07-09,67702
2443730,2016,30990,30990,2022-07-30,28387
2406531,2010,16990,16990,2022-07-19,62931
2427879,2018,23990,23990,2022-07-12,29604
2347475,2012,16590,16590,2022-07-26,92048
2226196,2015,21590,21590,2022-07-29,19196
2365435,2012,20590,20590,2022-07-01,72427
2413535,2019,34590,34590,2022-07-02,21739
2400584,2019,17990,17990,2022-07-30,15936
2408755,2018,23990,23990,2022-07-23,33054
2297771,2017,16990,16990,2022-07-15,80496
2316821,2015,29990,29990,2022-07-29,42624
2364452,2011,13990,13990,2022-07-26,76006
2350439,2016,23590,23590,2022-07-26,55122
2400368,2012,19990,19990,2022-07-19,80288
2357329,2012,15990,15990,2022-07-29,99149
2432422,2019,37990,37990,2022-07-28,33669
2392180,2015,19990,19990,2022-07-07,19441
2020683,2018,26990,26990,2022-07-18,37265
2311511,2017,20990,20990,2022-07-01,38032
2276450,2018,21590,21590,2022-07-11,28289
2253034,2020,24990,24990,2022-07-26,51364
2297398,2015,28990,28990,2022-07-26,93330
2059632,2020,40590,40590,2022-07-26,40933
2171664,2011,36990,36990,2022-07-22,38731
2384225,2018,18990,18990,2022-07-06,9403
2310387,2018,25990,25990,2022-07-11,50134
2455961,2019,22793,22793,2022-07-21,61296
2294364,2013,23990,23990,2022-07-28,16400
2382705,2018,25590,25590,2022-07-12,43853
2364294,2014,14990,14990,2022-07-11,60819
2290096,2014,15990,15990,2022-07-23,20156
2404019,2018,21253,21253,2022-07-07,55899
2427692,2011,25990,25990,2022-07-13,44840
2410821,2016,19990,19990,2022-07-11,30755
2406882,2019,20563,20563,2022-07-02,71286
2407578,2014,15990,15990,2022-07-29,93515
2293528,2014,18990,18990,2022-07-29,92567
2037209,2019,31990,31990,2022-07-08,49323
2280113,2014,17990,17990,2022-07-21,55130
2260339,2009,10990,10990,2022-07-30,80081
2395341,2018,24990,24990,2022-07-19,50456
2358380,2014,17990,17990,2022-07-12,94116
2301604,2015,19590,19590,2022-07-23,78906
2329026,2014,16990,16990,2022-07-29,46629
2359926,2017,25990,25990,2022-07-20,44778
2426530,2016,33500,33500,2022-07-27,56335
2398384,2018,17990,17990,2022-07-23,99611
2438054,2012,20990,20990,2022-07-29,58170
2196177,2019,35590,35590,2022-07-08,11651
2367335,2014,20990,20990,2022-07-27,54487
2255834,2017,20590,20590,2022-07-07,90770
2387238,2017,22990,22990,2022-07-09,52980
2352215,2018,24590,24590,2022-07-15,41780
2447309,2019,43900,43900,2022-07-17,44380
1877687,2012,21990,21990,2022-07-01,56291
2382017,2013,16990,16990,2022-07-15,62005
2412615,2020,38990,38990,2022-07-16,19328
2273888,2014,20990,20990,2022-07-08,72539
2400684,2019,20474,20474,2022-07-30,51699
2337255,2009,17590,17590,2022-07-13,62026
2427829,2020,21500,21500,2022-07-05,52368
2308409,2020,46990,46990,2022-07-23,5417
2361556,2014,22990,22990,2022-07-07,46605
2249301,2011,17990,17990,2022-07-11,72516
2323573,2016,17990,17990,2022-07-26,69803
2184744,2017,24590,24590,2022-07-11,13427
2419032,2010,14590,14590,2022-07-05,93092
2433715,2015,19590,19590,2022-07-18,40926
2413656,2021,68990,68990,2022-07-01,7203
2361439,2017,36990,36990,2022-07-07,29714
2348008,2017,16990,16990,2022-07-23,71798
2388138,2021,55990,55990,2022-07-21,35649
2361488,2019,21590,21590,2022-07-23,57352
2410163,2013,12990,12990,2022-07-01,97482
2335629,2020,39590,39590,2022-07-22,6159
2300628,2016,25590,25590,2022-07-23,9452
2236857,2011,16990,16990,2022-07-13,79779
2426010,2012,17990,17990,2022-07-08,18888
2405016,2020,26590,26590,2022-07-15,24041
2399612,2019,19995,19995,2022-07-20,71190
2365479,2015,22990,22990,2022-07-14,38473
2172316,2016,16990,16990,2022-07-27,85992
2347285,2019,33990,33990,2022-07-31,40911
2178727,2018,22990,22990,2022-07-16,66285
2359397,2015,19590,19590,2022-07-28,67962
2292349,2017,18990,18990,2022-07-22,68369
2335302,2017,22590,22590,2022-07-25,47059
2334450,2014,17990,17990,2022-07-29,94778
2335856,2018,15990,15990,2022-07-22,78376
2398236,2016,24990,24990,2022-07-29,55663
2312707,2017,18990,18990,2022-07-01,49608
2247314,2012,15990,15990,2022-07-22,102709
2198510,2017,24990,24990,2022-07-07,13488
2394805,2012,23590,23590,2022-07-30,92737
2434713,2016,20990,20990,2022-07-16,34065
2446860,2018,20909,20909,2022-07-22,57121
2325564,2014,22590,22590,2022-07-23,80665
2372428,2020,22753,22753,2022-07-02,50041
2275956,2015,22990,22990,2022-07-11,53900
2388460,2019,24990,24990,2022-07-20,42270
2178155,2017,27590,27590,2022-07-21,89662
2405315,2019,32990,32990,2022-07-06,4606
2335379,2018,20590,20590,2022-07-11,10768
2453503,2019,47990,47990,2022-07-30,38163
2408546,2014,52990,52990,2022-07-25,21956
2453143,2016,24590,24590,2022-07-27,64088
2268507,2020,22990,22990,2022-07-29,49055
2420922,2017,34990,34990,2022-07-23,61176
2293605,2018,19590,19590,2022-07-22,46889
2440485,2019,29761,29761,2022-07-09,46697
2294059,2015,40590,40590,2022-07-26,32306
2397016,2015,22990,22990,2022-07-09,25202
2428004,2018,18753,18753,2022-07-29,56389
2274173,2012,13990,13990,2022-07-26,103663
2340658,2017,16990,16990,2022-07-06,27406
2365543,2014,27990,27990,2022-07-28,103199
2419238,2020,22055,22055,2022-07-01,53983
2345362,2018,24990,24990,2022-07-26,61510
2371263,2019,39990,39990,2022-07-29,39165
2396235,2012,19990,19990,2022-07-20,99149
2315404,2012,23990,23990,2022-07-11,91939
2284428,2016,18990,18990,2022-07-09,54242
2389924,2015,16990,16990,2022-07-03,31655
2294984,2019,16590,16590,2022-07-25,33833
2424382,2020,29590,29590,2022-07-27,18234
2363424,2019,20990,20990,2022-07-07,63718
2445433,2022,57990,57990,2022-07-18,1760
2443872,2017,22990,22990,2022-07-24,38542
2337235,2018,34990,34990,2022-07-09,23119
2195878,2017,21990,21990,2022-07-24,41486
2328147,2017,15990,15990,2022-07-23,83871
2368831,2012,14990,14990,2022-07-02,71869
2410171,2022,32990,32990,2022-07-29,76
2402159,2016,14990,14990,2022-07-16,64944
2014497,2018,35990,35990,2022-07-15,43345
2391994,2016,27990,27990,2022-07-20,15100
2298485,2014,23990,23990,2022-07-13,52182
2147717,2021,34990,34990,2022-07-26,250
2371456,2020,33990,33990,2022-07-21,29179
1783310,2014,17590,17590,2022-07-26,61771
2292348,2014,27990,27990,2022-07-23,20023
2396499,2015,16990,16990,2022-07-13,87445
2393706,2013,19990,19990,2022-07-11,49916
2316582,2013,15990,15990,2022-07-08,83265
2425113,2019,50990,50990,2022-07-08,28928
2437455,2020,28590,28590,2022-07-15,20841
2365497,2019,35990,35990,2022-07-30,29731
2239011,2015,22590,22590,2022-07-20,86679
2430603,2013,20990,20990,2022-07-15,66374
2348820,2022,38990,38990,2022-07-05,4939
2434065,2011,19590,19590,2022-07-30,75214
2263049,2010,18990,18990,2022-07-26,43743
2431202,2015,20990,20990,2022-07-21,79617
2439514,2014,26990,26990,2022-07-16,37592
2432555,2017,36990,36990,2022-07-12,45534
2356890,2018,15990,15990,2022-07-11,38825
2297928,2020,35590,35590,2022-07-02,50866
2199227,2015,16590,16590,2022-07-11,67311
2423767,2015,16990,16990,2022-07-09,89605
2117908,2015,17990,17990,2022-07-18,30512
2455865,2019,19657,19657,2022-07-20,47881
2368931,2015,21590,21590,2022-07-19,56005
2257876,2015,23990,23990,2022-07-26,79039
2235156,2015,13990,13990,2022-07-08,73517
2038942,2014,36590,36590,2022-07-02,40208
2342717,2016,14990,14990,2022-07-02,76059
2310968,2012,12590,12590,2022-07-26,99435
2347269,2016,20990,20990,2022-07-29,77564
2356179,2016,18590,18590,2022-07-30,19649
2356992,2016,19990,19990,2022-07-30,44027
2309234,2018,25990,25990,2022-07-23,37097
2421512,2015,20990,20990,2022-07-07,68903
2418057,2017,20990,20990,2022-07-11,24088
2325787,2012,18990,18990,2022-07-20,86265
2211053,2016,20590,20590,2022-07-01,67890
2363654,2017,17990,17990,2022-07-30,94186
2363412,2016,17990,17990,2022-07-07,88808
2403522,2019,31990,31990,2022-07-02,14710
2413884,2018,38990,38990,2022-07-16,38177
2370956,2017,23590,23590,2022-07-06,20949
2378371,2016,24990,24990,2022-07-03,55063
2289472,2017,27990,27990,2022-07-26,51400
2395590,2017,15590,15590,2022-07-05,79540
2410662,2020,26990,26990,2022-07-06,28539
2413726,2018,18990,18990,2022-07-30,72096
2389450,2022,46990,46990,2022-07-14,3903
2358825,2011,20990,20990,2022-07-13,48117
2381797,2016,18990,18990,2022-07-09,95095
2345942,2014,14990,14990,2022-07-12,59943
2306209,2017,17990,17990,2022-07-04,51287
2407423,2015,19990,19990,2022-07-22,92132
2425783,2013,21990,21990,2022-07-09,40611
2400039,2016,13990,13990,2022-07-26,95933
2464165,2020,38129,38129,2022-07-30,50498
2416710,2015,23990,23990,2022-07-09,78355
2261681,2019,18990,18990,2022-07-27,60609
2373171,2021,24990,24990,2022-07-08,35218
2413645,2017,16990,16990,2022-07-28,48991
2349596,2019,43990,43990,2022-07-26,28282
2393821,2021,34590,34590,2022-07-03,16840
2355200,2012,17990,17990,2022-07-28,102659
2417254,2019,24590,24590,2022-07-27,18918
2092037,2014,26590,26590,2022-07-28,59808
2358230,2015,21590,21590,2022-07-26,85545
2403384,2014,15990,15990,2022-07-11,36583
2382936,2019,24990,24990,2022-07-27,7951
2370199,2019,32990,32990,2022-07-24,27198
2164002,2018,35990,35990,2022-07-28,25380
2327057,2015,19590,19590,2022-07-08,56694
2300355,2016,19990,19990,2022-07-18,90813
2306551,2018,18990,18990,2022-07-09,43439
2319039,2015,14990,14990,2022-07-23,102479
2374564,2020,21343,21343,2022-07-26,53875
2330915,2013,22590,22590,2022-07-01,52280
2337967,2017,22990,22990,2022-07-04,36949
2429563,2010,18590,18590,2022-07-28,55625
2328679,2016,27590,27590,2022-07-02,58292
2282738,2012,14990,14990,2022-07-01,54461
2355022,2015,20990,20990,2022-07-28,100676
2267626,2019,27590,27590,2022-07-13,19012
2446667,2016,24990,24990,2022-07-22,60319
2203008,2019,25990,25990,2022-07-08,32973
2443558,2015,18990,18990,2022-07-21,58398
2420465,2018,20990,20990,2022-07-21,40445
2263955,2014,14990,14990,2022-07-10,93310
2365176,2020,19463,19463,2022-07-22,56397
2406839,2018,22590,22590,2022-07-28,42368
2127756,2018,20590,20590,2022-07-10,58999
2248899,2020,26590,26590,2022-07-15,40928
2396535,2014,12990,12990,2022-07-20,96676
2394083,2015,21990,21990,2022-07-29,41472
1856744,2018,29990,29990,2022-07-23,35424
2444111,2019,29590,29590,2022-07-29,17464
2429916,2017,37990,37990,2022-07-14,17447
2248116,2014,30590,30590,2022-07-01,52699
2351648,2010,14990,14990,2022-07-09,85967
2277941,2021,39990,39990,2022-07-09,14653
2353892,2017,34590,34590,2022-07-20,50832
2410594,2015,39990,39990,2022-07-23,12573
2391918,2015,23590,23590,2022-07-29,90165
2387591,2014,16990,16990,2022-07-20,71561
2132784,2015,20990,20990,2022-07-13,47693
2362732,2014,20990,20990,2022-07-02,52587
2427982,2020,26590,26590,2022-07-29,17761
2350500,2022,35990,35990,2022-07-28,7388
2289496,2017,17990,17990,2022-07-12,94711
2287825,2021,28990,28990,2022-07-01,22382
2348965,2018,16990,16990,2022-07-09,27698
2403784,2020,25730,25730,2022-07-22,46352
2462706,2018,25603,25603,2022-07-25,57227
2330688,2017,70990,70990,2022-07-10,50612
2290056,2013,26590,26590,2022-07-26,49735
2277951,2016,18990,18990,2022-07-16,55528
2383233,2018,44590,44590,2022-07-21,29449
2375268,2016,27990,27990,2022-07-07,40916
2412434,2017,29590,29590,2022-07-24,58894
2153840,2015,19590,19590,2022-07-02,41271
2430991,2012,15590,15590,2022-07-11,69141
2369321,2016,18590,18590,2022-07-11,61051
2381648,2019,21990,21990,2022-07-21,22022
2331156,2015,19590,19590,2022-07-25,29041
2377815,2013,13990,13990,2022-07-11,101977
2404003,2021,38590,38590,2022-07-28,12412
2391763,2014,13990,13990,2022-07-30,60981
2439446,2016,17590,17590,2022-07-28,93628
2288902,2017,31990,31990,2022-07-26,76600
2463604,2019,14453,14453,2022-07-25,54968
2414189,2012,15590,15590,2022-07-23,86319
2307929,2019,20990,20990,2022-07-23,24099
2372337,2019,15990,15990,2022-07-20,61197
2387942,2011,14590,14590,2022-07-14,66849
2386437,2022,34590,34590,2022-07-07,7267
2385369,2018,24990,24990,2022-07-12,63417
2313646,2020,35990,35990,2022-07-16,51232
2331956,2020,45990,45990,2022-07-04,33936
2318166,2015,17990,17990,2022-07-26,95688
2368620,2021,42990,42990,2022-07-15,1996
2445429,2021,99990,99990,2022-07-16,5243
2174211,2014,16990,16990,2022-07-26,75882
2347942,2015,19990,19990,2022-07-09,54226
2322709,2021,26990,26990,2022-07-07,13212
2402367,2014,28990,28990,2022-07-16,98632
2273526,2019,33590,33590,2022-07-16,25249
2366569,2015,15990,15990,2022-07-14,51817
2271071,2017,21590,21590,2022-07-26,3132
2282982,2015,21990,21990,2022-07-02,40838
2418726,2020,45990,45990,2022-07-17,17715
2391140,2012,18990,18990,2022-07-20,74742
2452320,2018,18303,18303,2022-07-14,52684
2152003,2017,21590,21590,2022-07-02,43560
2261084,2017,25590,25590,2022-07-23,74475
2283145,2017,22590,22590,2022-07-05,32100
2427926,2018,42020,42020,2022-07-16,25152
2348985,2015,16590,16590,2022-07-22,78071
2462300,2020,23050,23050,2022-07-26,52975
2335400,2015,14990,14990,2022-07-15,100543
2218992,2015,20990,20990,2022-07-19,49664
2409472,2021,36990,36990,2022-07-02,9715
2401468,2017,24990,24990,2022-07-09,37078
2399805,2015,26990,26990,2022-07-20,27658
2386901,2022,46990,46990,2022-07-15,4610
2290676,2015,17990,17990,2022-07-20,32405
2329836,2012,16990,16990,2022-07-20,101000
2411416,2014,14590,14590,2022-07-22,94289
2308245,2018,15590,15590,2022-07-30,53444
2404221,2021,27990,27990,2022-07-08,4918
2370919,2010,15990,15990,2022-07-14,41034
2428017,2020,20843,20843,2022-07-12,56505
2265818,2016,17990,17990,2022-07-02,55669
2322056,2019,20510,20510,2022-07-20,40333
2305363,2015,16990,16990,2022-07-01,48292
2453547,2020,64990,64990,2022-07-28,9681
2445539,2021,59900,59900,2022-07-12,4407
2273117,2017,29990,29990,2022-07-28,29459
2383366,2019,32990,32990,2022-07-21,25496
2300748,2015,26990,26990,2022-07-04,32145
2422862,2020,21548,21548,2022-07-23,49871
2299227,2014,21990,21990,2022-07-07,43211
2386818,2011,19990,19990,2022-07-01,85937
2440718,2019,20976,20976,2022-07-05,35772
2221522,2009,16590,16590,2022-07-12,93136
2393895,2019,20990,20990,2022-07-30,43030
2161065,2016,32590,32590,2022-07-29,32037
2304052,2015,17990,17990,2022-07-30,94896
2439775,2019,23990,23990,2022-07-25,17950
2338075,2017,32990,32990,2022-07-15,39271
2266772,2018,24590,24590,2022-07-26,60875
2390834,2017,18990,18990,2022-07-08,67942
2443450,2018,19844,19844,2022-07-10,72617
2330451,2011,16990,16990,2022-07-09,43588
2423162,2016,25990,25990,2022-07-12,85059
2442945,2019,27990,27990,2022-07-30,3889
2202211,2017,16590,16590,2022-07-13,41897
2351321,2017,16990,16990,2022-07-20,86876
2329332,2013,15990,15990,2022-07-29,85513
2300830,2015,19990,19990,2022-07-16,58899
2009545,2017,18990,18990,2022-07-04,66207
2411955,2019,27990,27990,2022-07-01,29563
2387602,2017,30900,30900,2022-07-21,96783
2421629,2020,27595,27595,2022-07-20,51334
2206759,2018,17990,17990,2022-07-02,43339
2407241,2016,33990,33990,2022-07-23,47339
2200662,2017,36590,36590,2022-07-24,77719
2303455,2015,14590,14590,2022-07-10,92336
2438111,2018,29990,29990,2022-07-27,23339
2321804,2017,20590,20590,2022-07-19,52344
2457465,2019,26475,26475,2022-07-20,54946
2258351,2020,33590,33590,2022-07-21,23448
2407951,2013,18990,18990,2022-07-02,67903
2327853,2013,30590,30590,2022-07-22,50877
2337281,2017,16990,16990,2022-07-01,70873
2306726,2018,27590,27590,2022-07-25,56220
2325033,2016,21990,21990,2022-07-29,72921
2360196,2011,17990,17990,2022-07-19,65582
2343172,2013,16590,16590,2022-07-19,71628
2417275,2013,14990,14990,2022-07-02,96167
2430822,2013,24590,24590,2022-07-22,103590
2332454,2016,23590,23590,2022-07-16,23535
2347638,2014,15990,15990,2022-07-27,79918
2413657,2013,15990,15990,2022-07-30,101223
2433777,2018,26990,26990,2022-07-30,35472
2365392,2020,45990,45990,2022-07-13,62630
2217161,2021,20990,20990,2022-07-24,13802
2438810,2020,22343,22343,2022-07-02,50498
2418094,2015,18590,18590,2022-07-21,82184
2365974,2019,17590,17590,2022-07-01,16063
2373962,2019,19500,19500,2022-07-24,74748
2180054,2014,40590,40590,2022-07-05,47784
2308291,2009,17590,17590,2022-07-21,98803
2396293,2020,19990,19990,2022-07-22,29616
2321019,2019,26590,26590,2022-07-11,30044
2398571,2017,22590,22590,2022-07-02,61332
2270977,2014,20990,20990,2022-07-26,41382